# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down,mean_episode_return_bidding,loss_bidding
154,1708663952.5098379,246400,-0.09702318906784058,0.014805284328758717,0.09688835591077805,0.01706288941204548,0.09694983810186386,0.01655929535627365,-0.2480759620666504,0.45370543003082275
155,1708663953.7156165,248000,-0.09684916585683823,0.013566448353230953,0.09688835591077805,0.01706288941204548,0.09694983810186386,0.01655929535627365,-0.2480759620666504,0.45370543003082275
156,1708663959.45824,249600,-0.09684916585683823,0.013566448353230953,0.09688835591077805,0.01706288941204548,0.09694983810186386,0.01655929535627365,-0.2474859356880188,0.40490615367889404
157,1708663960.4320445,251200,-0.09684916585683823,0.013566448353230953,0.09696843475103378,0.013658719137310982,0.09694983810186386,0.01655929535627365,-0.2474859356880188,0.40490615367889404
158,1708663963.2464678,252800,-0.09684916585683823,0.013566448353230953,0.09696843475103378,0.013658719137310982,0.09681900590658188,0.015253600664436817,-0.2474859356880188,0.40490615367889404
159,1708663964.099782,254400,-0.0967375636100769,0.013155023567378521,0.09696843475103378,0.013658719137310982,0.09681900590658188,0.015253600664436817,-0.2474859356880188,0.40490615367889404
160,1708663971.5097327,256000,-0.0967375636100769,0.013155023567378521,0.09610927104949951,0.020918484777212143,0.09681900590658188,0.015253600664436817,-0.2474859356880188,0.40490615367889404
161,1708663974.2104888,257600,-0.0967375636100769,0.013155023567378521,0.09610927104949951,0.020918484777212143,0.09628862887620926,0.019574856385588646,-0.2474859356880188,0.40490615367889404
162,1708663974.7727902,259200,-0.09633920341730118,0.014188201166689396,0.09610927104949951,0.020918484777212143,0.09628862887620926,0.019574856385588646,-0.2474859356880188,0.40490615367889404
163,1708663982.5537603,260800,-0.09633920341730118,0.014188201166689396,0.09583231061697006,0.015604893676936626,0.09628862887620926,0.019574856385588646,-0.2474859356880188,0.40490615367889404
164,1708663985.1383715,262400,-0.09633920341730118,0.014188201166689396,0.09583231061697006,0.015604893676936626,0.09572988748550415,0.0196699108928442,-0.2474859356880188,0.40490615367889404
165,1708663985.4639647,264000,-0.09562507271766663,0.016449203714728355,0.09583231061697006,0.015604893676936626,0.09572988748550415,0.0196699108928442,-0.2474859356880188,0.40490615367889404
166,1708663993.619487,265600,-0.09562507271766663,0.016449203714728355,0.09585261344909668,0.013407398946583271,0.09572988748550415,0.0196699108928442,-0.2474859356880188,0.40490615367889404
167,1708663996.190581,267200,-0.09562507271766663,0.016449203714728355,0.09585261344909668,0.013407398946583271,0.09589788317680359,0.012851016595959663,-0.2474859356880188,0.40490615367889404
168,1708663996.5975518,268800,-0.09582944214344025,0.012781772762537003,0.09585261344909668,0.013407398946583271,0.09589788317680359,0.012851016595959663,-0.2474859356880188,0.40490615367889404
169,1708664000.5482137,270400,-0.09582944214344025,0.012781772762537003,0.09585261344909668,0.013407398946583271,0.09589788317680359,0.012851016595959663,-0.24259690940380096,0.4023880958557129
170,1708664004.7694163,272000,-0.09582944214344025,0.012781772762537003,0.09597792476415634,0.01291776355355978,0.09589788317680359,0.012851016595959663,-0.24259690940380096,0.4023880958557129
171,1708664007.0914783,273600,-0.09582944214344025,0.012781772762537003,0.09597792476415634,0.01291776355355978,0.0960627868771553,0.011675030924379826,-0.24259690940380096,0.4023880958557129
172,1708664007.4031355,275200,-0.09596824645996094,0.010328207165002823,0.09597792476415634,0.01291776355355978,0.0960627868771553,0.011675030924379826,-0.24259690940380096,0.4023880958557129
173,1708664015.7332084,276800,-0.09596824645996094,0.010328207165002823,0.09635013341903687,0.011507810093462467,0.0960627868771553,0.011675030924379826,-0.24259690940380096,0.4023880958557129
174,1708664017.9909253,278400,-0.09596824645996094,0.010328207165002823,0.09635013341903687,0.011507810093462467,0.09617095440626144,0.014077034778892994,-0.24259690940380096,0.4023880958557129
175,1708664018.2762327,280000,-0.09616166353225708,0.012656282633543015,0.09635013341903687,0.011507810093462467,0.09617095440626144,0.014077034778892994,-0.24259690940380096,0.4023880958557129
176,1708664026.819469,281600,-0.09616166353225708,0.012656282633543015,0.09630540758371353,0.014481987804174423,0.09617095440626144,0.014077034778892994,-0.24259690940380096,0.4023880958557129
177,1708664028.8246815,283200,-0.09616166353225708,0.012656282633543015,0.09630540758371353,0.014481987804174423,0.09620463103055954,0.015199246816337109,-0.24259690940380096,0.4023880958557129
178,1708664029.1009178,284800,-0.09617885202169418,0.012982115149497986,0.09630540758371353,0.014481987804174423,0.09620463103055954,0.015199246816337109,-0.24259690940380096,0.4023880958557129
179,1708664037.9136386,286400,-0.09617885202169418,0.012982115149497986,0.09576546400785446,0.016098512336611748,0.09620463103055954,0.015199246816337109,-0.24259690940380096,0.4023880958557129
180,1708664039.8911521,288000,-0.09567220509052277,0.013162140734493732,0.09576546400785446,0.016098512336611748,0.09620463103055954,0.015199246816337109,-0.24259690940380096,0.4023880958557129
181,1708664040.1395895,289600,-0.09567220509052277,0.013162140734493732,0.09576546400785446,0.016098512336611748,0.09578678011894226,0.016085075214505196,-0.24259690940380096,0.4023880958557129
182,1708664041.8025346,291200,-0.09567220509052277,0.013162140734493732,0.09576546400785446,0.016098512336611748,0.09578678011894226,0.016085075214505196,-0.24053196609020233,0.42502954602241516
183,1708664049.2437074,292800,-0.09567220509052277,0.013162140734493732,0.09584880620241165,0.012808514758944511,0.09578678011894226,0.016085075214505196,-0.24053196609020233,0.42502954602241516
184,1708664050.7777383,294400,-0.09578758478164673,0.012893931940197945,0.09584880620241165,0.012808514758944511,0.09578678011894226,0.016085075214505196,-0.24053196609020233,0.42502954602241516
185,1708664051.2096019,296000,-0.09578758478164673,0.012893931940197945,0.09584880620241165,0.012808514758944511,0.09585832059383392,0.014105881564319134,-0.24053196609020233,0.42502954602241516
186,1708664060.2372944,297600,-0.09578758478164673,0.012893931940197945,0.09589837491512299,0.012618742883205414,0.09585832059383392,0.014105881564319134,-0.24053196609020233,0.42502954602241516
187,1708664061.3342173,299200,-0.09595195949077606,0.012315983884036541,0.09589837491512299,0.012618742883205414,0.09585832059383392,0.014105881564319134,-0.24053196609020233,0.42502954602241516
188,1708664062.138656,300800,-0.09595195949077606,0.012315983884036541,0.09589837491512299,0.012618742883205414,0.09602000564336777,0.01348687894642353,-0.24053196609020233,0.42502954602241516
189,1708664071.2417572,302400,-0.09595195949077606,0.012315983884036541,0.09606917202472687,0.011934264563024044,0.09602000564336777,0.01348687894642353,-0.24053196609020233,0.42502954602241516
190,1708664071.963837,304000,-0.09609381854534149,0.010384023189544678,0.09606917202472687,0.011934264563024044,0.09602000564336777,0.01348687894642353,-0.24053196609020233,0.42502954602241516
191,1708664072.6535046,305600,-0.09609381854534149,0.010384023189544678,0.09606917202472687,0.011934264563024044,0.0961424708366394,0.012558606453239918,-0.24053196609020233,0.42502954602241516
192,1708664082.2152004,307200,-0.09609381854534149,0.010384023189544678,0.0961737409234047,0.013082679361104965,0.0961424708366394,0.012558606453239918,-0.24053196609020233,0.42502954602241516
193,1708664082.4518209,308800,-0.09617874771356583,0.013362595811486244,0.0961737409234047,0.013082679361104965,0.0961424708366394,0.012558606453239918,-0.24053196609020233,0.42502954602241516
194,1708664083.0708666,310400,-0.09617874771356583,0.013362595811486244,0.0961737409234047,0.013082679361104965,0.0961424708366394,0.012558606453239918,-0.2462809681892395,0.44072648882865906
195,1708664083.459508,312000,-0.09617874771356583,0.013362595811486244,0.0961737409234047,0.013082679361104965,0.09613707661628723,0.014902142807841301,-0.2462809681892395,0.44072648882865906
196,1708664092.9139802,313600,-0.09611929953098297,0.011043395847082138,0.0961737409234047,0.013082679361104965,0.09613707661628723,0.014902142807841301,-0.2462809681892395,0.44072648882865906
197,1708664093.2478423,315200,-0.09611929953098297,0.011043395847082138,0.0961609035730362,0.013633725233376026,0.09613707661628723,0.014902142807841301,-0.2462809681892395,0.44072648882865906
198,1708664094.1703954,316800,-0.09611929953098297,0.011043395847082138,0.0961609035730362,0.013633725233376026,0.09621584415435791,0.013475020416080952,-0.2462809681892395,0.44072648882865906
# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down,mean_episode_return_bidding,loss_bidding
0,1708664342.4994314,292800,-0.09567220509052277,0.013162140734493732,0.09576546400785446,0.016098512336611748,0.10463748872280121,0.01997661404311657,-0.24053196609020233,0.42502954602241516
1,1708664342.5114443,294400,-0.10292713344097137,0.020086636766791344,0.09576546400785446,0.016098512336611748,0.10463748872280121,0.01997661404311657,-0.24053196609020233,0.42502954602241516
2,1708664342.5289488,296000,-0.10292713344097137,0.020086636766791344,0.10591670870780945,0.018674904480576515,0.10463748872280121,0.01997661404311657,-0.24053196609020233,0.42502954602241516
# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down,mean_episode_return_bidding,loss_bidding
0,1708664389.8856494,292800,-0.09567220509052277,0.013162140734493732,0.09576546400785446,0.016098512336611748,0.08619187027215958,0.018533319234848022,-0.24053196609020233,0.42502954602241516
1,1708664389.8887734,294400,-0.09567220509052277,0.013162140734493732,0.08711259067058563,0.018245946615934372,0.08619187027215958,0.018533319234848022,-0.24053196609020233,0.42502954602241516
2,1708664389.903297,296000,-0.0874505266547203,0.01767619326710701,0.08711259067058563,0.018245946615934372,0.08619187027215958,0.018533319234848022,-0.24053196609020233,0.42502954602241516
3,1708664399.4660451,297600,-0.09355774521827698,0.017408013343811035,0.08711259067058563,0.018245946615934372,0.08619187027215958,0.018533319234848022,-0.24053196609020233,0.42502954602241516
4,1708664399.888471,299200,-0.09355774521827698,0.017408013343811035,0.08711259067058563,0.018245946615934372,0.09250956773757935,0.018088800832629204,-0.24053196609020233,0.42502954602241516
5,1708664400.133983,300800,-0.09355774521827698,0.017408013343811035,0.09041298180818558,0.018186861649155617,0.09250956773757935,0.018088800832629204,-0.24053196609020233,0.42502954602241516
# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down,mean_episode_return_bidding,loss_bidding
0,1708664702.2812831,292800,-0.09567220509052277,0.013162140734493732,0.12354765832424164,0.015788737684488297,0.09578678011894226,0.016085075214505196,-0.24053196609020233,0.42502954602241516
1,1708664702.294672,294400,-0.12227746099233627,0.01679803989827633,0.12354765832424164,0.015788737684488297,0.09578678011894226,0.016085075214505196,-0.24053196609020233,0.42502954602241516
2,1708664702.3009572,296000,-0.12227746099233627,0.01679803989827633,0.12354765832424164,0.015788737684488297,0.12329868972301483,0.015722649171948433,-0.24053196609020233,0.42502954602241516
